Movie release date,Number of movies,DATE,PERSON,LOCATION,NUMBER,TIME,ORGANIZATION,MISC,DURATION,SET,ORDINAL,MONEY,PERCENT
1921,32,"[('once', 5), ('now', 4), ('the', 3), ('years', 3), ('year', 3), ('later', 3), ('early', 2), ('ago', 2), ('1900s', 1), ('day', 1), ('a', 1), ('few', 1), ('tomorrow', 1), ('next', 1), ('month', 1), ('18th', 1), ('century', 1), ('1921', 1), ('A', 1), ('1920s', 1)]","[('David', 31), ('Buster', 17), ('Diana', 17), ('Marguerite', 15), ('Keaton', 14), ('Julio', 14), ('Jeanne', 11), ('Phil', 11), ('Forrest', 10), ('Georges', 9), ('Grandet', 9), ('Mrs.', 9), ('Griggs', 8), ('Louise', 7), ('Amelia', 7), ('Marie', 6), ('Peter', 5), ('Raoul', 5), ('Daw', 5), ('Armand', 5)]","[('Wallingford', 7), ('America', 6), ('Paris', 5), ('Hatburn', 4), ('Belgium', 3), ('Amelia', 3), ('French', 2), ('Etienne', 2), ('Khairpura-Bhandanna', 2), ('Nevada', 2), ('Lilith', 2), ('New', 2), ('York', 2), ('Elton', 1), ('Hades', 1), ('Biskra', 1), ('London', 1), ('British', 1), ('Spanish', 1), ('Habsburg', 1)]","[('one', 18), ('two', 8), ('years', 4), ('|', 2), ('days', 1), ('year', 1), ('Thousand', 1), ('four', 1), ('www.allmovie.com\\/cg\\/avg.dll?p1:85139', 1), ('27', 1), ('twelve', 1), ('One', 1), ('day', 1), ('eight', 1), ('nine', 1)]","[('the', 4), ('night', 4), ('morning', 3), ('evening', 1), ('next', 1)]","[('Army', 5), ('French', 2), ('Armand', 2), ('Estoria', 2), ('Salvation', 2), ('Saint-Avit', 2), ('Why', 2), ('Girls', 2), ('Leave', 2), ('Home', 2), ('Castle', 1), ('Vogel', 1), ('District', 1), ('Court', 1), ('Oetsch', 1), ('Kingdom', 1), ('of', 1), ('Hungary', 1), ('Carpathians', 1), ('German', 1)]","[('German', 4), ('War', 3), ('Arab', 3), ('Boy', 3), ('Lilith', 3), ('World', 2), ('North', 1), ('African', 1), ('Arabs', 1), ('Westerner', 1), ('Western', 1), ('French', 1), ('Slovak', 1), ('Argentine', 1), ('Great', 1), ('Satan', 1), ('Old', 1), ('Timer', 1), ('Blinking', 1), ('Buzzards', 1)]","[('day', 6), ('the', 4), ('one', 4), ('days', 3), ('following', 3), ('a', 2), ('week', 2), ('hundred', 2), ('Year', 2), ('year', 2), ('10-year-old', 1), ('Five', 1), ('years', 1), ('several', 1), ('quarters', 1), ('two', 1), ('thousand', 1), ('1000', 1), ('three', 1), ('23-year-old', 1)]","[('weekly', 1), ('each', 1), ('year', 1)]","[('first', 10), ('second', 2), ('First', 1)]","[('$', 1), ('20', 1), ('million', 1)]",[]
1922,35,"[('the', 9), ('day', 5), ('once', 5), ('now', 5), ('fall', 4), ('days', 2), ('years', 2), ('a', 2), ('later', 2), ('June', 1), ('6', 1), (',', 1), ('2012', 1), ('The', 1), ('summer', 1), ('future', 1), ('recently', 1), ('few', 1), ('Mars', 1), ('1921-1930', 1)]","[('Hutter', 17), ('Amos', 15), ('Lorenz', 15), ('Mrs.', 14), ('Michael', 13), ('Rudolf', 11), ('Rassendyll', 10), ('Theodora', 10), ('Robert', 10), ('Van', 9), ('Jackie', 8), ('Bracondale', 8), ('Renssalaer', 8), ('Alvarez', 7), ('Dexter', 7), ('Josiah', 7), ('John', 7), ('Juan', 6), ('Sawyer', 6), ('Strout', 6)]","[('New', 4), ('America', 3), ('American', 3), ('Ruritania', 2), ('China', 2), ('York', 2), ('England', 2), ('Nottingham', 2), ('Wisborg', 2), ('Carpathian', 2), ('Spain', 1), ('Rassendyll', 1), ('Austin', 1), ('Slade', 1), ('Amos', 1), ('India', 1), ('Zareda', 1), ('Bedford', 1), ('Massachusetts', 1), ('USA', 1)]","[('one', 14), ('two', 6), ('|', 3), ('three', 3), ('day', 3), ('years', 3), ('days', 2), ('five', 2), ('year', 1), ('906', 1), ('Five', 1), ('Two', 1), ('35', 1), ('397', 1), ('323', 1), ('0-520-20970-2', 1)]","[('morning', 4), ('night', 3), ('the', 2), ('dawn', 1), ('midnight', 1)]","[('of', 4), ('Morgan', 4), ('Lotus', 4), ('Flower', 4), ('Amos', 3), ('Quaker', 3), ('Bracondale', 3), ('University', 2), ('American', 2), ('Film', 2), ('Institute', 2), ('Catalog', 2), ('Dinah', 2), ('The', 1), ('Power', 1), ('Love', 1), ('Zenda', 1), ('Castle', 1), ('Rupert', 1), ('Harvard', 1)]","[('Englishman', 2), ('Chinese', 2), ('Grand', 1), ('Duke', 1), ('`', 1), ('Black', 1), ('Indian', 1), ('African', 1), ('Clara', 1), ('Bow', 1), ('Spaniard', 1), ('Broadway', 1), ('Martians', 1), ('Bostonian', 1), ('Civil', 1), ('War', 1), ('German', 1), ('Orlok', 1), ('American', 1)]","[('day', 5), ('one', 3), ('One', 2), ('fifteen', 1), ('seconds', 1), ('ten', 1), ('hours', 1), ('16', 1), ('old', 1), ('three', 1), ('hundred', 1), ('a', 1), ('century', 1), ('eight', 1), ('The', 1), ('next', 1), ('about', 1), ('the', 1), ('coming', 1)]",[],"[('first', 4), ('third', 1)]",[],[]
1923,31,"[('now', 3), ('the', 2), ('day', 1), ('1922', 1), ('once', 1), ('A', 1), ('year', 1), ('later', 1), ('1997', 1), ('wed', 1), ('1932', 1), ('19th', 1), ('century', 1), ('fall', 1), ('summer', 1)]","[('Marie', 40), ('Jean', 35), ('Harold', 15), ('Bill', 15), ('Pierre', 14), ('Rosita', 12), ('Moran', 9), ('Jehan', 8), ('Browning', 7), ('Lee', 6), ('Petit', 6), ('Paul', 6), ('Esmeralda', 6), ('John', 5), ('Susie', 5), ('Glenn', 5), ('Jim', 4), (""O'Hara"", 4), ('Revel', 4), ('St.', 3)]","[('Paris', 8), ('Arizona', 4), ('New', 3), ('York', 3), ('Hollywood', 3), ('Notre', 3), ('Dame', 3), ('America', 2), ('Esmeralda', 2), ('San', 2), ('Francisco', 2), ('French', 2), ('Mexican', 1), ('Stubbs', 1), ('Brazil', 1), ('Portuguese', 1), ('Marseille', 1), ('Berkeley', 1), ('South', 1), ('Columbus', 1)]","[('one', 8), ('One', 5), ('years', 2), ('two', 2), ('three', 1), ('149', 1)]","[('night', 8), ('the', 3), ('evening', 1), ('The', 1), ('morning', 1)]","[('Scudder', 10), ('Esmeralda', 3), ('Holby', 2), ('Violet', 2), ('St.', 1), ('Elmo', 1), ('Stirling', 1), ('Worth', 1), ('Countess', 1), ('De', 1), ('Vore', 1), ('Department', 1), ('Store', 1), ('Christian', 1), ('Science', 1), ('University', 1), ('of', 1), ('California', 1), ('Press', 1), ('Minas', 1)]","[('Austrian', 1), ('Romanesque', 1), ('Phoebus', 1), ('Arab', 1), ('Englishwoman', 1), ('Lady', 1), ('Mem', 1), ('Claymore', 1), ('Dog', 1), ('French', 1)]","[('day', 3), ('the', 2), ('a', 1), ('week', 1), ('58', 1), ('old', 1), ('next', 1), ('ten', 1), ('first', 1), ('Quarter', 1)]",[],"[('first', 2), ('FIRST', 1)]","[('$', 2), ('1,000', 1), ('500', 1)]",[]
1924,55,"[('January', 9), ('now', 5), ('the', 4), ('later', 4), (',', 3), ('few', 3), ('18th', 3), ('birthday', 3), ('a', 3), ('once', 2), ('December', 2), ('year', 2), ('months', 2), ('May', 2), ('1869', 2), ('days', 2), ('earlier', 2), ('years', 2), ('1971', 1), ('Friday', 1)]","[('John', 89), ('Mary', 42), ('Paul', 37), ('Millie', 35), ('Nicholas', 33), ('Dorothy', 28), ('Harold', 20), ('Garry', 18), ('Malcolm', 16), ('Jack', 14), ('Ronald', 12), ('Assad', 11), ('Al-Rashid', 11), ('Harry', 11), ('Alice', 10), ('Peggy', 10), ('Consuelo', 9), ('Judkins', 9), ('George', 9), ('Betsy', 8)]","[('Rutland', 8), ('New', 5), ('England', 5), ('York', 4), ('City', 3), ('American', 3), ('Soviet', 3), ('Union', 3), ('Chartres', 3), ('South', 3), ('Scotland', 3), ('Castle', 3), ('Litchfield', 2), ('Beaumont', 2), ('Paris', 2), ('Chinese', 2), ('France', 2), ('Austria', 2), ('Wales', 2), ('Los', 2)]","[('one', 15), ('two', 12), ('One', 3), ('Two', 2), ('years', 2), ('12', 2), ('1921-30', 1), ('1910-36', 1), ('40', 1), ('2', 1), ('978-0-913204-36-8', 1), ('four', 1), ('three', 1), ('ten', 1), ('thirty', 1), ('year', 1), ('119', 1), ('seconds', 1), ('Three', 1), ('day', 1)]","[('night', 13), ('the', 5), ('evening', 3), ('morning', 2), (""o'clock"", 2), ('that', 2), ('afternoon', 1), ('eight', 1), ('nine', 1), ('Later', 1)]","[('New', 6), ('York', 6), ('Times', 6), ('Overview', 5), ('Yankee', 5), ('Litchfield', 3), ('of', 3), ('National', 3), ('Assembly', 3), ('The', 2), ('American', 2), ('Film', 2), ('Institute', 2), ('YMCA', 2), ('Bolsheviks', 2), ('navy', 2), ('Catalog', 1), ('Feature', 1), ('U.S.', 1), ('Navy', 1)]","[('American', 8), ('Jews', 5), ('War', 3), ('Broadway', 3), ('Civil', 2), ('Bolshevik', 2), ('Turks', 2), ('anti-Semitic', 2), ('Navigator', 2), ('Prohibition', 1), ('Era', 1), ('Grand', 1), ('Vizier', 1), ('Poet', 1), ('World', 1), ('I.', 1), ('Polish', 1), ('Asian', 1), ('Tong', 1), ('Soviet', 1)]","[('day', 11), ('The', 3), ('years', 3), ('One', 3), ('next', 2), ('one', 2), ('a', 2), ('few', 2), ('quarters', 1), ('Five', 1), ('another', 1), ('sixty', 1), ('late', 1), ('hour', 1), ('seconds', 1), ('weeks', 1), ('same', 1), ('days', 1), ('two', 1), ('four', 1)]",[],"[('first', 8), ('39th', 1)]","[('$', 1), ('3,000', 1)]",[]
1925,64,"[('now', 9), ('years', 5), ('later', 4), ('once', 4), ('1925', 3), ('Once', 3), ('the', 3), ('wed', 2), ('Jan', 2), ('late', 2), ('Eighteen', 1), ('fall', 1), ('Fall', 1), ('three', 1), ('current', 1), ('1876', 1), ('The', 1), ('past', 1), ('Now', 1), ('1959', 1)]","[('Cesar', 42), ('Christine', 29), ('Sebastian', 24), ('Raoul', 18), ('Felix', 14), ('Harold', 13), ('Dolores', 13), ('Johnny', 13), ('Molly', 12), ('Ziska', 11), ('Jean', 11), ('John', 9), ('Mary', 9), ('Mr.', 9), ('Jane', 8), ('Peggy', 8), ('Betty', 8), ('David', 7), ('Paula', 7), ('Jill', 7)]","[('London', 7), ('Paris', 7), ('Messala', 4), ('Florence', 3), ('Spain', 3), ('Austin', 3), ('Rigo', 3), ('New', 3), ('York', 3), ('San', 2), ('Francisco', 2), ('India', 2), ('River', 2), ('Africa', 2), ('Tatesville', 2), ('West', 2), ('France', 2), ('Venezuela', 1), ('Anatotitan', 1), ('Thames', 1)]","[('two', 18), ('one', 12), ('&#34;', 8), ('three', 4), ('Three', 3), ('years', 1), ('40', 1), ('score', 1), ('6', 1), ('3', 1), ('Twenty', 1), ('5', 1), ('One', 1)]","[('night', 7), ('morning', 3), ('the', 3), ('evening', 2)]","[('Arlette', 9), ('College', 3), ('Raffles', 3), ('Bedford', 3), ('Tate', 2), ('Cad', 2), ('General', 2), ('Fabrique', 2), ('of', 2), ('Carlotta', 2), ('Phantom', 2), ('Jekyll', 2), ('Amos', 2), ('Company', 2), ('Florence', 1), ('Banning', 1), ('Unity', 1), ('Blake', 1), ('Triceratops', 1), ('Brontosaurus', 1)]","[('Allosaurus', 4), ('Archduke', 3), ('Czarina', 3), ('Indian', 2), ('Tyrannosaurus', 2), ('Brontosaurus', 2), ('Tweedledee', 2), ('Russian', 2), ('English', 2), ('Indians', 2), ('The', 2), ('Boy', 2), ('Roman', 2), ('French', 2), ('Chunky', 1), ('Romeo', 1), ('Pteranodon', 1), ('Agathaumas', 1), ('Communist', 1), ('Soviet', 1)]","[('day', 6), ('the', 4), ('a', 3), ('minute', 3), ('last', 3), ('weeks', 2), ('The', 2), ('months', 2), ('next', 2), ('20', 1), ('One', 1), ('same', 1), ('Months', 1), ('second', 1), ('years', 1), ('days', 1), ('few', 1)]","[('annual', 2), ('twilight', 1)]","[('first', 4), ('Fifth', 1)]","[('$', 1), ('10,000', 1), ('#', 1), ('5', 1)]",[]
1926,47,"[('once', 5), ('Once', 3), ('the', 3), ('now', 3), ('April', 2), ('winter', 2), ('March', 2), (',', 2), ('1926', 2), ('fall', 1), ('day', 1), ('May', 1), ('of', 1), ('1830', 1), ('spring', 1), ('24', 1), ('Six', 1), ('years', 1), ('later', 1), ('5', 1)]","[('Johnnie', 20), ('Robledo', 19), ('Joe', 17), ('Kiki', 16), ('Rodolphe', 16), ('Elena', 16), ('Julius', 14), ('Paulette', 13), ('Bertie', 12), ('Mary', 11), ('Prescott', 11), ('Alverna', 11), ('Mimi', 11), ('Margaret', 10), ('Burdon', 10), ('Haddo', 10), ('Annabelle', 10), ('Paul', 9), ('Felicitas', 9), ('Leo', 8)]","[('Paris', 7), ('New', 4), ('York', 4), ('Texas', 3), ('Argentina', 3), ('Africa', 2), ('Spanish', 2), ('Valencia', 2), ('European', 2), ('Rock', 2), ('River', 2), ('Bridge', 2), ('Rome', 2), ('Limehouse', 2), ('Scotland', 2), ('Chicago', 1), ('Harry', 1), ('Leon', 1), ('de', 1), ('Belfort', 1)]","[('one', 12), ('two', 8), ('One', 6), ('years', 3), ('day', 2), ('score', 1), ('Two', 1), ('Three', 1), ('three', 1), ('444', 1), ('weeks', 1)]","[('night', 15), ('the', 4), ('morning', 1), ('noon', 1), ('end', 1), ('of', 1), ('evening', 1)]","[('Pirate', 10), ('Black', 8), ('Renal', 5), ('La', 4), ('&', 3), ('Brunna', 3), ('Dell', 3), ('University', 2), ('Yale', 2), ('Coast', 2), ('Guard', 2), ('Confederate', 2), ('Army', 2), ('of', 2), ('Musette', 2), ('Canterac', 2), ('Pirovani', 2), ('Manos', 2), ('Folies', 1), ('Barbes', 1)]","[('War', 3), ('Latin', 2), ('American', 2), ('Russian', 2), ('Civil', 2), ('Fifi', 2), ('Renal', 1), ('Downtown', 1), ('Girl', 1), ('Indian', 1), ('Native', 1), ('Yeong-ja', 1), ('Northern', 1), ('Confederate', 1), ('Rhineland', 1), ('on', 1), ('Armistice', 1), ('Indians', 1), ('Belgian', 1), ('World', 1)]","[('day', 5), ('next', 4), ('a', 3), ('Quarter', 2), ('days', 2), ('one', 2), ('the', 2), ('five', 2), ('The', 2), ('up', 1), ('to', 1), ('two', 1), ('One', 1), ('Two', 1), ('few', 1), ('three', 1), ('A', 1), ('year', 1), ('Years', 1), ('Day', 1)]","[('Each', 1), ('day', 1), ('each', 1), ('night', 1), ('daily', 1), ('monthly', 1)]","[('first', 9)]",[],[]
1927,64,"[('the', 12), ('day', 6), ('later', 5), ('now', 4), ('spring', 3), ('years', 3), ('days', 2), ('Tuesday', 2), ('June', 2), ('20th', 1), ('anniversary', 1), ('1895', 1), ('One', 1), ('in', 1), ('1905', 1), ('1924', 1), ('The', 1), ('following', 1), ('next', 1), ('A', 1)]","[('Stan', 28), ('Jesus', 28), ('Maria', 22), ('Sakichi', 20), ('Mary', 19), ('Tina', 17), ('Freder', 16), ('Rotwang', 15), ('Gretchen', 13), ('Joe', 13), ('Joh', 13), ('Ronald', 12), (""O'Hara"", 11), ('Dennis', 11), ('Mrs.', 11), ('Jack', 11), ('Nelly', 11), ('Wu', 10), ('Josaphat', 10), ('Ishimatsu', 10)]","[('China', 4), ('Paris', 4), ('Chinese', 3), ('American', 3), ('Irish', 3), ('Hollywood', 3), ('West', 2), ('California', 2), ('London', 2), ('Berlin', 2), ('Jerusalem', 2), ('Katyusha', 2), ('Vienna', 2), ('Karl', 2), ('Phelps', 2), ('Woolloomooloo', 1), ('Hudson', 1), ('River', 1), ('Timbuktu', 1), ('Maple', 1)]","[('two', 28), ('one', 15), ('three', 6), ('One', 5), ('Two', 2), ('six', 2), ('five', 2), ('years', 2), ('days', 1), ('day', 1), ('30', 1), ('year', 1), ('IV', 1), ('Seven', 1), ('1', 1), ('15-16', 1), ('four', 1), ('.1348', 1), ('&#39;', 1)]","[('night', 14), ('the', 6), ('morning', 4), ('late', 1), ('sunrise', 1), ('12:00', 1), ('next', 1), ('evening', 1)]","[('Phelps', 8), ('Skeet', 7), ('Laurel', 4), ('and', 3), ('Marine', 2), ('Corps', 2), ('Navy', 2), ('of', 2), ('Service', 2), ('Metropolis', 2), ('Josaphat', 2), ('Heart', 2), ('Machine', 2), ('Fanny', 2), ('Karl', 2), ('Hardy', 1), ('Mammy', 1), ('Pleasant', 1), ('Armstrong', 1), ('United', 1)]","[('English', 4), ('Thin', 4), ('Man', 4), ('German', 3), ('Chinese', 2), ('Germans', 2), ('Jewish', 2), ('Karl', 2), ('Arab', 2), ('Americans', 2), ('Cat', 1), ('Buntings', 1), ('Englishman', 1), ('Wu', 1), ('Allied', 1), ('Min', 1), ('Bum-shik', 1), ('French', 1), ('Jews', 1), ('Earthly', 1)]","[('day', 11), ('the', 5), ('a', 4), ('second', 2), ('minute', 2), ('One', 2), ('two', 1), ('six-year-old', 1), ('one', 1), ('an', 1), ('hour', 1), ('four', 1), ('hours', 1), ('days', 1), ('The', 1), ('next', 1), ('month', 1), ('following', 1), ('week', 1), ('previous', 1)]","[('annual', 1)]","[('first', 15), ('second', 4), ('third', 3), ('fourth', 1), ('fifth', 1), ('First', 1)]","[('$', 1), ('50K', 1), ('five', 1), ('dollars', 1)]",[]
1928,73,"[('now', 10), ('the', 7), ('once', 6), ('Once', 6), ('later', 4), ('days', 3), ('day', 3), ('fall', 2), ('A', 2), ('year', 2), ('currently', 2), ('recently', 2), ('1970', 1), ('Sunday', 1), (""'s"", 1), ('birthday', 1), ('1925', 1), ('1860s', 1), ('Now', 1), ('Years', 1)]","[('Stan', 37), ('Ollie', 31), ('Sommer', 26), ('Davidson', 24), ('Sadie', 23), ('Letty', 19), ('Betty', 18), ('Haghi', 17), ('Hogan', 16), ('Steve', 15), ('Anna', 15), ('Diana', 15), ('Skeeter', 15), ('Mickey', 14), ('Felix', 14), ('Dan', 13), ('Alraune', 13), ('Dermot', 12), ('Helene', 11), ('Minnie', 10)]","[('French', 7), ('San', 7), ('Francisco', 7), ('Australia', 6), ('Russia', 5), ('Myrtle', 5), ('America', 4), ('France', 4), ('St.', 4), ('Petersburg', 4), ('Ireland', 4), ('Paris', 3), ('Beverly', 3), ('New', 3), ('York', 3), ('American', 3), ('British', 3), ('England', 3), ('Lon', 2), ('Island', 2)]","[('one', 30), ('two', 22), ('326', 18), ('One', 5), ('years', 5), ('four', 3), ('three', 3), ('Four', 2), ('Two', 2), ('719', 2), ('9413', 1), ('253-12740-8', 1), ('27-76', 1), ('15', 1), ('147', 1), ('days', 1), ('minutes', 1), ('208', 1), ('13', 1), ('175', 1)]","[('night', 21), ('the', 4), ('evening', 3), ('morning', 2), ('Later', 2), ('that', 2), ('afternoon', 1)]","[('House', 4), ('Military', 3), ('Lige', 3), ('Les', 2), ('J.C.', 2), ('Academy', 2), ('Ceylon', 2), ('of', 2), ('Cherry', 2), ('Dea', 2), ('Asfan', 2), ('Laurel', 2), ('Boys', 2), ('Cantina', 1), ('Argentina', 1), ('Alice', 1), ('Comedies', 1), ('Hendersons', 1), ('Hudson', 1), ('Indiana', 1)]","[('War', 5), ('British', 5), ('French', 5), ('Russian', 5), ('World', 4), ('English', 3), ('Civil', 3), ('I.', 2), ('German', 2), ('Grand', 2), ('European', 2), ('Japanese', 2), ('Jellusic', 2), ('The', 2), ('Solitaire', 2), ('Kid', 2), ('While', 1), ('Divine', 1), ('Woman', 1), ('Enduro', 1)]","[('day', 7), ('the', 4), ('One', 3), ('next', 3), ('a', 3), ('three', 2), ('two', 2), ('few', 2), ('months', 2), ('15', 2), ('years', 2), ('last', 1), ('minute', 1), ('A', 1), ('hours', 1), ('95', 1), ('days', 1), ('The', 1), ('year', 1), ('14', 1)]","[('daily', 1)]","[('first', 19), ('second', 2), ('fifth', 1), ('First', 1)]","[('$', 4), ('10,000', 3), ('100,000', 1)]",[]
1929,91,"[('April', 13), ('now', 8), ('later', 6), ('the', 5), ('years', 5), ('fall', 5), ('once', 4), ('Once', 4), ('1929', 4), ('1940', 2), ('month', 2), ('day', 2), ('previously', 2), ('ago', 2), ('A', 1), ('Sunday', 1), ('Three', 1), ('Christmas', 1), ('2003', 1), ('1806', 1)]","[('Oswald', 66), ('Mickey', 35), ('Ollie', 33), ('Stan', 27), ('Steve', 26), ('Marcus', 21), ('Pete', 21), ('Queenie', 21), ('Hank', 19), ('Lulu', 19), ('Minnie', 16), ('Tommy', 15), ('Bobby', 14), ('Gil', 13), ('Billie', 13), ('Ann', 13), ('Eddie', 13), ('Frank', 12), ('Molly', 12), ('Mrs.', 11)]","[('New', 8), ('York', 8), ('States', 5), ('Europe', 5), ('Ciglia', 5), ('America', 4), ('City', 4), ('San', 4), ('United', 3), ('Toyo', 3), ('Pearl', 3), ('Kentucky', 3), ('Diego', 3), ('Charlotte', 3), ('Atlantic', 2), ('South', 2), ('Thymian', 2), ('American', 2), ('London', 2), ('The', 2)]","[('two', 41), ('one', 24), ('three', 11), ('One', 4), ('Two', 3), ('Four', 3), ('four', 3), ('dozen', 3), ('hours', 2), ('316', 1), ('59', 1), ('fifty', 1), ('days', 1), ('4pm', 1), ('score', 1), ('12', 1), ('Ten', 1), ('|', 1), ('Six', 1), ('years', 1)]","[('night', 6), ('evening', 4), ('morning', 3), ('the', 3), ('late', 1), ('that', 1), ('around', 1), ('three', 1), ('in', 1), ('Sunrise', 1)]","[('Laurel', 8), ('Hardy', 5), ('Indians', 5), ('Ciglia', 4), ('Meta', 3), ('and', 3), ('Red', 3), ('Shadow', 3), ('Peace', 2), ('League', 2), ('Faith', 2), ('Morgan', 2), ('Meinhert', 2), ('&', 2), ('Bingo', 2), ('Army', 2), ('Tass', 2), ('Secret', 2), ('Service', 2), ('of', 2)]","[('Virginian', 10), ('Blue', 9), ('Boy', 9), ('French', 4), ('Broadway', 3), ('Indian', 3), ('European', 2), ('Thymian', 2), ('Hungarian', 2), ('Seasons', 2), ('Karnival', 2), ('Kid', 2), ('Java', 2), ('Scorpions', 2), ('Western', 2), ('Isle', 2), ('of', 2), ('Man', 2), ('Medicine', 2), ('Bow', 2)]","[('day', 14), ('One', 6), ('a', 6), ('the', 6), ('next', 4), ('few', 3), ('months', 2), ('years', 2), ('year', 2), ('The', 2), ('days', 2), ('five', 2), ('24', 2), ('last', 2), ('30-week', 2), ('seconds', 1), ('Several', 1), ('decade', 1), ('second', 1), ('minute', 1)]","[('Twilight', 1), ('annual', 1)]","[('first', 32), ('second', 8), ('First', 1), ('third', 1), ('Seventh', 1)]","[('$', 6), ('10,000', 2), ('40,000', 1), ('5,000', 1), ('500,000', 1), ('1500', 1)]",[]
1930,99,"[('the', 10), ('now', 9), ('once', 6), ('day', 4), ('later', 3), (',', 3), ('fall', 3), ('winter', 2), ('Once', 2), ('1837', 2), ('1845', 2), ('future', 2), ('summer', 2), ('wed', 1), ('current', 1), ('five', 1), ('months', 1), ('May', 1), ('27', 1), ('2010', 1)]","[('Oswald', 43), ('Tom', 26), ('Paul', 25), ('Jackie', 24), ('Mrs.', 23), ('Mary', 21), ('Kennedy', 21), ('Stan', 19), ('Jack', 16), ('Dorothy', 16), ('Miss', 16), ('Ann', 15), ('Boyd', 14), ('Farina', 14), ('Larry', 14), ('Crabtree', 14), ('Helen', 12), ('John', 11), ('Ted', 11), ('Billy', 11)]","[('Atlantic', 8), ('New', 6), ('French', 6), ('York', 5), ('Africa', 5), ('Germany', 5), ('Paris', 4), ('Louis', 4), ('France', 4), ('American', 4), ('Virginia', 4), ('Laramie', 4), ('Oregon', 4), ('East', 4), ('London', 3), ('Alaska', 3), ('St.', 3), ('Island', 3), ('Missouri', 3), ('Trail', 3)]","[('one', 32), ('two', 27), ('three', 13), ('One', 5), ('Two', 2), ('|', 2), ('years', 2), ('days', 2), ('thirty', 1), ('forty', 1), ('13', 1), ('six', 1), ('http:\\/\\/www.imdb.com\\/name\\/nm0532212\\/', 1), ('day', 1), ('26', 1), ('89', 1), ('80', 1), ('150', 1), ('Five', 1), ('ten', 1)]","[('night', 21), ('the', 9), ('morning', 8), ('evening', 3), ('that', 2), ('Later', 1), ('afternoon', 1), ('very', 1), ('midnight', 1)]","[('Cherry', 7), ('Raffles', 6), ('LaTour', 4), ('Laurel', 3), ('Raleigh', 3), ('La', 3), ('Bessiere', 3), ('Legionnaire', 3), ('Ursus', 3), ('House', 3), ('Boyd', 2), ('Vultow', 2), ('Spud', 2), ('Miss', 2), ('Furst', 2), ('Green', 2), ('Goddess', 2), ('Raja', 2), ('army', 2), ('King', 2)]","[('War', 8), ('World', 7), ('British', 6), ('Germans', 4), ('German', 3), ('Polish', 3), ('English', 2), ('Box', 2), ('American', 2), ('Gypsies', 2), ('I', 2), ('French', 2), ('Burgundians', 2), ('I.', 2), ('Gentleman', 1), ('Amateur', 1), ('Cracksman', 1), ('Waylands', 1), ('Pre-Code', 1), ('Christmas', 1)]","[('day', 12), ('the', 4), ('next', 4), ('three', 3), ('One', 3), ('a', 3), ('The', 2), ('second', 2), ('weeks', 1), ('50-year-old', 1), ('final', 1), ('two-year', 1), ('Minutes', 1), ('one', 1), ('days', 1), ('first', 1), ('year', 1), ('two', 1), ('18-year-old', 1), ('Months', 1)]","[('annual', 2), ('daily', 2)]","[('first', 10), ('First', 2), ('Second', 2), ('14th', 1), ('third', 1), ('7th', 1)]","[('$', 3), ('200,000', 1), ('100,000', 1), ('10,000', 1)]","[('Full', 1), ('%', 1)]"
